attempt_order,learner_id,skill_name,lesson_title,question_id,is_correct,difficulty_level,assessment_type,answered_at,certification_id,lesson_id,exam_id,attempt_no
513,11,101,Accounting and Financial Affairs,Q-101-9,0,HARD,MOCK_EXAM,2026-01-01 23:56:00+00:00,1,101,1000,3
514,11,102,Management and Organization Theory,Q-102-9,1,EASY,LESSON_QUIZ,2026-01-01 23:57:00+00:00,1,102,1000,3
515,11,103,Laws on Labor and Transaction,Q-103-9,1,AVERAGE,MOCK_EXAM,2026-01-01 23:58:00+00:00,1,103,1000,3
516,11,104,Laws on Security,Q-104-9,0,HARD,LESSON_QUIZ,2026-01-01 23:59:00+00:00,1,104,1000,3
517,11,101,Accounting and Financial Affairs,Q-101-1,0,EASY,DIAGNOSTIC,2026-01-02 00:03:00+00:00,1,101,1001,3
518,11,102,Management and Organization Theory,Q-102-1,1,AVERAGE,MIDDLE_EXAM,2026-01-02 00:04:00+00:00,1,102,1001,3
519,11,103,Laws on Labor and Transaction,Q-103-1,1,HARD,DIAGNOSTIC,2026-01-02 00:05:00+00:00,1,103,1001,3
520,11,104,Laws on Security,Q-104-1,1,EASY,MIDDLE_EXAM,2026-01-02 00:06:00+00:00,1,104,1001,3
521,11,101,Accounting and Financial Affairs,Q-101-2,1,AVERAGE,LESSON_QUIZ,2026-01-02 00:10:00+00:00,1,101,1002,3
522,11,102,Management and Organization Theory,Q-102-2,0,HARD,MOCK_EXAM,2026-01-02 00:11:00+00:00,1,102,1002,3
523,11,103,Laws on Labor and Transaction,Q-103-2,1,EASY,LESSON_QUIZ,2026-01-02 00:12:00+00:00,1,103,1002,3
524,11,104,Laws on Security,Q-104-2,0,AVERAGE,MOCK_EXAM,2026-01-02 00:13:00+00:00,1,104,1002,3
525,11,101,Accounting and Financial Affairs,Q-101-3,0,HARD,MIDDLE_EXAM,2026-01-02 00:17:00+00:00,1,101,1003,3
526,11,102,Management and Organization Theory,Q-102-3,1,EASY,DIAGNOSTIC,2026-01-02 00:18:00+00:00,1,102,1003,3
527,11,103,Laws on Labor and Transaction,Q-103-3,0,AVERAGE,MIDDLE_EXAM,2026-01-02 00:19:00+00:00,1,103,1003,3
528,11,104,Laws on Security,Q-104-3,1,HARD,DIAGNOSTIC,2026-01-02 00:20:00+00:00,1,104,1003,3
529,12,101,Accounting and Financial Affairs,Q-101-1,1,HARD,MIDDLE_EXAM,2026-01-02 00:30:00+00:00,1,101,1000,1
530,12,102,Management and Organization Theory,Q-102-1,1,EASY,DIAGNOSTIC,2026-01-02 00:31:00+00:00,1,102,1000,1
531,12,103,Laws on Labor and Transaction,Q-103-1,0,AVERAGE,MIDDLE_EXAM,2026-01-02 00:32:00+00:00,1,103,1000,1
532,12,104,Laws on Security,Q-104-1,0,HARD,DIAGNOSTIC,2026-01-02 00:33:00+00:00,1,104,1000,1
533,12,101,Accounting and Financial Affairs,Q-101-2,1,EASY,MOCK_EXAM,2026-01-02 00:37:00+00:00,1,101,1001,1
534,12,102,Management and Organization Theory,Q-102-2,1,AVERAGE,LESSON_QUIZ,2026-01-02 00:38:00+00:00,1,102,1001,1
535,12,103,Laws on Labor and Transaction,Q-103-2,1,HARD,MOCK_EXAM,2026-01-02 00:39:00+00:00,1,103,1001,1
536,12,104,Laws on Security,Q-104-2,1,EASY,LESSON_QUIZ,2026-01-02 00:40:00+00:00,1,104,1001,1
537,12,101,Accounting and Financial Affairs,Q-101-3,0,AVERAGE,DIAGNOSTIC,2026-01-02 00:44:00+00:00,1,101,1002,1
538,12,102,Management and Organization Theory,Q-102-3,0,HARD,MIDDLE_EXAM,2026-01-02 00:45:00+00:00,1,102,1002,1
539,12,103,Laws on Labor and Transaction,Q-103-3,1,EASY,DIAGNOSTIC,2026-01-02 00:46:00+00:00,1,103,1002,1
540,12,104,Laws on Security,Q-104-3,0,AVERAGE,MIDDLE_EXAM,2026-01-02 00:47:00+00:00,1,104,1002,1
541,12,101,Accounting and Financial Affairs,Q-101-4,1,HARD,LESSON_QUIZ,2026-01-02 00:51:00+00:00,1,101,1003,1
542,12,102,Management and Organization Theory,Q-102-4,1,EASY,MOCK_EXAM,2026-01-02 00:52:00+00:00,1,102,1003,1
543,12,103,Laws on Labor and Transaction,Q-103-4,0,AVERAGE,LESSON_QUIZ,2026-01-02 00:53:00+00:00,1,103,1003,1
544,12,104,Laws on Security,Q-104-4,0,HARD,MOCK_EXAM,2026-01-02 00:54:00+00:00,1,104,1003,1
545,12,101,Accounting and Financial Affairs,Q-101-5,0,EASY,MIDDLE_EXAM,2026-01-02 00:58:00+00:00,1,101,1000,2
546,12,102,Management and Organization Theory,Q-102-5,0,AVERAGE,DIAGNOSTIC,2026-01-02 00:59:00+00:00,1,102,1000,2
547,12,103,Laws on Labor and Transaction,Q-103-5,0,HARD,MIDDLE_EXAM,2026-01-02 01:00:00+00:00,1,103,1000,2
548,12,104,Laws on Security,Q-104-5,0,EASY,DIAGNOSTIC,2026-01-02 01:01:00+00:00,1,104,1000,2
549,12,101,Accounting and Financial Affairs,Q-101-6,0,AVERAGE,MOCK_EXAM,2026-01-02 01:05:00+00:00,1,101,1001,2
550,12,102,Management and Organization Theory,Q-102-6,0,HARD,LESSON_QUIZ,2026-01-02 01:06:00+00:00,1,102,1001,2
551,12,103,Laws on Labor and Transaction,Q-103-6,0,EASY,MOCK_EXAM,2026-01-02 01:07:00+00:00,1,103,1001,2
552,12,104,Laws on Security,Q-104-6,0,AVERAGE,LESSON_QUIZ,2026-01-02 01:08:00+00:00,1,104,1001,2
553,12,101,Accounting and Financial Affairs,Q-101-7,0,HARD,DIAGNOSTIC,2026-01-02 01:12:00+00:00,1,101,1002,2
554,12,102,Management and Organization Theory,Q-102-7,1,EASY,MIDDLE_EXAM,2026-01-02 01:13:00+00:00,1,102,1002,2
555,12,103,Laws on Labor and Transaction,Q-103-7,0,AVERAGE,DIAGNOSTIC,2026-01-02 01:14:00+00:00,1,103,1002,2
556,12,104,Laws on Security,Q-104-7,1,HARD,MIDDLE_EXAM,2026-01-02 01:15:00+00:00,1,104,1002,2
557,12,101,Accounting and Financial Affairs,Q-101-8,1,EASY,LESSON_QUIZ,2026-01-02 01:19:00+00:00,1,101,1003,2
558,12,102,Management and Organization Theory,Q-102-8,0,AVERAGE,MOCK_EXAM,2026-01-02 01:20:00+00:00,1,102,1003,2
559,12,103,Laws on Labor and Transaction,Q-103-8,0,HARD,LESSON_QUIZ,2026-01-02 01:21:00+00:00,1,103,1003,2
560,12,104,Laws on Security,Q-104-8,0,EASY,MOCK_EXAM,2026-01-02 01:22:00+00:00,1,104,1003,2
561,12,101,Accounting and Financial Affairs,Q-101-9,1,AVERAGE,MIDDLE_EXAM,2026-01-02 01:26:00+00:00,1,101,1000,3
562,12,102,Management and Organization Theory,Q-102-9,0,HARD,DIAGNOSTIC,2026-01-02 01:27:00+00:00,1,102,1000,3
563,12,103,Laws on Labor and Transaction,Q-103-9,0,EASY,MIDDLE_EXAM,2026-01-02 01:28:00+00:00,1,103,1000,3
564,12,104,Laws on Security,Q-104-9,1,AVERAGE,DIAGNOSTIC,2026-01-02 01:29:00+00:00,1,104,1000,3
565,12,101,Accounting and Financial Affairs,Q-101-1,1,HARD,MOCK_EXAM,2026-01-02 01:33:00+00:00,1,101,1001,3
566,12,102,Management and Organization Theory,Q-102-1,1,EASY,LESSON_QUIZ,2026-01-02 01:34:00+00:00,1,102,1001,3
567,12,103,Laws on Labor and Transaction,Q-103-1,0,AVERAGE,MOCK_EXAM,2026-01-02 01:35:00+00:00,1,103,1001,3
568,12,104,Laws on Security,Q-104-1,1,HARD,LESSON_QUIZ,2026-01-02 01:36:00+00:00,1,104,1001,3
569,12,101,Accounting and Financial Affairs,Q-101-2,0,EASY,DIAGNOSTIC,2026-01-02 01:40:00+00:00,1,101,1002,3
570,12,102,Management and Organization Theory,Q-102-2,1,AVERAGE,MIDDLE_EXAM,2026-01-02 01:41:00+00:00,1,102,1002,3
571,12,103,Laws on Labor and Transaction,Q-103-2,0,HARD,DIAGNOSTIC,2026-01-02 01:42:00+00:00,1,103,1002,3
572,12,104,Laws on Security,Q-104-2,1,EASY,MIDDLE_EXAM,2026-01-02 01:43:00+00:00,1,104,1002,3
573,12,101,Accounting and Financial Affairs,Q-101-3,0,AVERAGE,LESSON_QUIZ,2026-01-02 01:47:00+00:00,1,101,1003,3
574,12,102,Management and Organization Theory,Q-102-3,1,HARD,MOCK_EXAM,2026-01-02 01:48:00+00:00,1,102,1003,3
575,12,103,Laws on Labor and Transaction,Q-103-3,1,EASY,LESSON_QUIZ,2026-01-02 01:49:00+00:00,1,103,1003,3
576,12,104,Laws on Security,Q-104-3,0,AVERAGE,MOCK_EXAM,2026-01-02 01:50:00+00:00,1,104,1003,3
577,13,101,Accounting and Financial Affairs,Q-101-1,1,AVERAGE,MOCK_EXAM,2026-01-02 02:00:00+00:00,1,101,1000,1
578,13,102,Management and Organization Theory,Q-102-1,0,HARD,LESSON_QUIZ,2026-01-02 02:01:00+00:00,1,102,1000,1
579,13,103,Laws on Labor and Transaction,Q-103-1,0,EASY,MOCK_EXAM,2026-01-02 02:02:00+00:00,1,103,1000,1
580,13,104,Laws on Security,Q-104-1,0,AVERAGE,LESSON_QUIZ,2026-01-02 02:03:00+00:00,1,104,1000,1
581,13,101,Accounting and Financial Affairs,Q-101-2,0,HARD,DIAGNOSTIC,2026-01-02 02:07:00+00:00,1,101,1001,1
582,13,102,Management and Organization Theory,Q-102-2,0,EASY,MIDDLE_EXAM,2026-01-02 02:08:00+00:00,1,102,1001,1
583,13,103,Laws on Labor and Transaction,Q-103-2,0,AVERAGE,DIAGNOSTIC,2026-01-02 02:09:00+00:00,1,103,1001,1
584,13,104,Laws on Security,Q-104-2,1,HARD,MIDDLE_EXAM,2026-01-02 02:10:00+00:00,1,104,1001,1
585,13,101,Accounting and Financial Affairs,Q-101-3,1,EASY,LESSON_QUIZ,2026-01-02 02:14:00+00:00,1,101,1002,1
586,13,102,Management and Organization Theory,Q-102-3,0,AVERAGE,MOCK_EXAM,2026-01-02 02:15:00+00:00,1,102,1002,1
587,13,103,Laws on Labor and Transaction,Q-103-3,0,HARD,LESSON_QUIZ,2026-01-02 02:16:00+00:00,1,103,1002,1
588,13,104,Laws on Security,Q-104-3,1,EASY,MOCK_EXAM,2026-01-02 02:17:00+00:00,1,104,1002,1
589,13,101,Accounting and Financial Affairs,Q-101-4,1,AVERAGE,MIDDLE_EXAM,2026-01-02 02:21:00+00:00,1,101,1003,1
590,13,102,Management and Organization Theory,Q-102-4,0,HARD,DIAGNOSTIC,2026-01-02 02:22:00+00:00,1,102,1003,1
591,13,103,Laws on Labor and Transaction,Q-103-4,1,EASY,MIDDLE_EXAM,2026-01-02 02:23:00+00:00,1,103,1003,1
592,13,104,Laws on Security,Q-104-4,1,AVERAGE,DIAGNOSTIC,2026-01-02 02:24:00+00:00,1,104,1003,1
593,13,101,Accounting and Financial Affairs,Q-101-5,0,HARD,MOCK_EXAM,2026-01-02 02:28:00+00:00,1,101,1000,2
594,13,102,Management and Organization Theory,Q-102-5,0,EASY,LESSON_QUIZ,2026-01-02 02:29:00+00:00,1,102,1000,2
595,13,103,Laws on Labor and Transaction,Q-103-5,1,AVERAGE,MOCK_EXAM,2026-01-02 02:30:00+00:00,1,103,1000,2
596,13,104,Laws on Security,Q-104-5,0,HARD,LESSON_QUIZ,2026-01-02 02:31:00+00:00,1,104,1000,2
597,13,101,Accounting and Financial Affairs,Q-101-6,1,EASY,DIAGNOSTIC,2026-01-02 02:35:00+00:00,1,101,1001,2
598,13,102,Management and Organization Theory,Q-102-6,0,AVERAGE,MIDDLE_EXAM,2026-01-02 02:36:00+00:00,1,102,1001,2
599,13,103,Laws on Labor and Transaction,Q-103-6,1,HARD,DIAGNOSTIC,2026-01-02 02:37:00+00:00,1,103,1001,2
600,13,104,Laws on Security,Q-104-6,1,EASY,MIDDLE_EXAM,2026-01-02 02:38:00+00:00,1,104,1001,2
601,13,101,Accounting and Financial Affairs,Q-101-7,1,AVERAGE,LESSON_QUIZ,2026-01-02 02:42:00+00:00,1,101,1002,2
602,13,102,Management and Organization Theory,Q-102-7,1,HARD,MOCK_EXAM,2026-01-02 02:43:00+00:00,1,102,1002,2
603,13,103,Laws on Labor and Transaction,Q-103-7,0,EASY,LESSON_QUIZ,2026-01-02 02:44:00+00:00,1,103,1002,2
604,13,104,Laws on Security,Q-104-7,1,AVERAGE,MOCK_EXAM,2026-01-02 02:45:00+00:00,1,104,1002,2
605,13,101,Accounting and Financial Affairs,Q-101-8,1,HARD,MIDDLE_EXAM,2026-01-02 02:49:00+00:00,1,101,1003,2
606,13,102,Management and Organization Theory,Q-102-8,1,EASY,DIAGNOSTIC,2026-01-02 02:50:00+00:00,1,102,1003,2
607,13,103,Laws on Labor and Transaction,Q-103-8,0,AVERAGE,MIDDLE_EXAM,2026-01-02 02:51:00+00:00,1,103,1003,2
608,13,104,Laws on Security,Q-104-8,0,HARD,DIAGNOSTIC,2026-01-02 02:52:00+00:00,1,104,1003,2
609,13,101,Accounting and Financial Affairs,Q-101-9,0,EASY,MOCK_EXAM,2026-01-02 02:56:00+00:00,1,101,1000,3
610,13,102,Management and Organization Theory,Q-102-9,1,AVERAGE,LESSON_QUIZ,2026-01-02 02:57:00+00:00,1,102,1000,3
611,13,103,Laws on Labor and Transaction,Q-103-9,1,HARD,MOCK_EXAM,2026-01-02 02:58:00+00:00,1,103,1000,3
612,13,104,Laws on Security,Q-104-9,1,EASY,LESSON_QUIZ,2026-01-02 02:59:00+00:00,1,104,1000,3
613,13,101,Accounting and Financial Affairs,Q-101-1,1,AVERAGE,DIAGNOSTIC,2026-01-02 03:03:00+00:00,1,101,1001,3
614,13,102,Management and Organization Theory,Q-102-1,0,HARD,MIDDLE_EXAM,2026-01-02 03:04:00+00:00,1,102,1001,3
615,13,103,Laws on Labor and Transaction,Q-103-1,0,EASY,DIAGNOSTIC,2026-01-02 03:05:00+00:00,1,103,1001,3
616,13,104,Laws on Security,Q-104-1,1,AVERAGE,MIDDLE_EXAM,2026-01-02 03:06:00+00:00,1,104,1001,3
617,13,101,Accounting and Financial Affairs,Q-101-2,1,HARD,LESSON_QUIZ,2026-01-02 03:10:00+00:00,1,101,1002,3
618,13,102,Management and Organization Theory,Q-102-2,0,EASY,MOCK_EXAM,2026-01-02 03:11:00+00:00,1,102,1002,3
619,13,103,Laws on Labor and Transaction,Q-103-2,1,AVERAGE,LESSON_QUIZ,2026-01-02 03:12:00+00:00,1,103,1002,3
620,13,104,Laws on Security,Q-104-2,1,HARD,MOCK_EXAM,2026-01-02 03:13:00+00:00,1,104,1002,3
621,13,101,Accounting and Financial Affairs,Q-101-3,1,EASY,MIDDLE_EXAM,2026-01-02 03:17:00+00:00,1,101,1003,3
622,13,102,Management and Organization Theory,Q-102-3,1,AVERAGE,DIAGNOSTIC,2026-01-02 03:18:00+00:00,1,102,1003,3
623,13,103,Laws on Labor and Transaction,Q-103-3,1,HARD,MIDDLE_EXAM,2026-01-02 03:19:00+00:00,1,103,1003,3
624,13,104,Laws on Security,Q-104-3,1,EASY,DIAGNOSTIC,2026-01-02 03:20:00+00:00,1,104,1003,3
625,14,101,Accounting and Financial Affairs,Q-101-1,0,EASY,DIAGNOSTIC,2026-01-02 03:30:00+00:00,1,101,1000,1
626,14,102,Management and Organization Theory,Q-102-1,0,AVERAGE,MIDDLE_EXAM,2026-01-02 03:31:00+00:00,1,102,1000,1
627,14,103,Laws on Labor and Transaction,Q-103-1,0,HARD,DIAGNOSTIC,2026-01-02 03:32:00+00:00,1,103,1000,1
628,14,104,Laws on Security,Q-104-1,1,EASY,MIDDLE_EXAM,2026-01-02 03:33:00+00:00,1,104,1000,1
629,14,101,Accounting and Financial Affairs,Q-101-2,0,AVERAGE,LESSON_QUIZ,2026-01-02 03:37:00+00:00,1,101,1001,1
630,14,102,Management and Organization Theory,Q-102-2,1,HARD,MOCK_EXAM,2026-01-02 03:38:00+00:00,1,102,1001,1
631,14,103,Laws on Labor and Transaction,Q-103-2,1,EASY,LESSON_QUIZ,2026-01-02 03:39:00+00:00,1,103,1001,1
632,14,104,Laws on Security,Q-104-2,0,AVERAGE,MOCK_EXAM,2026-01-02 03:40:00+00:00,1,104,1001,1
633,14,101,Accounting and Financial Affairs,Q-101-3,0,HARD,MIDDLE_EXAM,2026-01-02 03:44:00+00:00,1,101,1002,1
634,14,102,Management and Organization Theory,Q-102-3,0,EASY,DIAGNOSTIC,2026-01-02 03:45:00+00:00,1,102,1002,1
635,14,103,Laws on Labor and Transaction,Q-103-3,0,AVERAGE,MIDDLE_EXAM,2026-01-02 03:46:00+00:00,1,103,1002,1
636,14,104,Laws on Security,Q-104-3,0,HARD,DIAGNOSTIC,2026-01-02 03:47:00+00:00,1,104,1002,1
637,14,101,Accounting and Financial Affairs,Q-101-4,1,EASY,MOCK_EXAM,2026-01-02 03:51:00+00:00,1,101,1003,1
638,14,102,Management and Organization Theory,Q-102-4,1,AVERAGE,LESSON_QUIZ,2026-01-02 03:52:00+00:00,1,102,1003,1
639,14,103,Laws on Labor and Transaction,Q-103-4,1,HARD,MOCK_EXAM,2026-01-02 03:53:00+00:00,1,103,1003,1
640,14,104,Laws on Security,Q-104-4,1,EASY,LESSON_QUIZ,2026-01-02 03:54:00+00:00,1,104,1003,1
641,14,101,Accounting and Financial Affairs,Q-101-5,0,AVERAGE,DIAGNOSTIC,2026-01-02 03:58:00+00:00,1,101,1000,2
642,14,102,Management and Organization Theory,Q-102-5,1,HARD,MIDDLE_EXAM,2026-01-02 03:59:00+00:00,1,102,1000,2
643,14,103,Laws on Labor and Transaction,Q-103-5,1,EASY,DIAGNOSTIC,2026-01-02 04:00:00+00:00,1,103,1000,2
644,14,104,Laws on Security,Q-104-5,0,AVERAGE,MIDDLE_EXAM,2026-01-02 04:01:00+00:00,1,104,1000,2
645,14,101,Accounting and Financial Affairs,Q-101-6,0,HARD,LESSON_QUIZ,2026-01-02 04:05:00+00:00,1,101,1001,2
646,14,102,Management and Organization Theory,Q-102-6,1,EASY,MOCK_EXAM,2026-01-02 04:06:00+00:00,1,102,1001,2
647,14,103,Laws on Labor and Transaction,Q-103-6,1,AVERAGE,LESSON_QUIZ,2026-01-02 04:07:00+00:00,1,103,1001,2
648,14,104,Laws on Security,Q-104-6,0,HARD,MOCK_EXAM,2026-01-02 04:08:00+00:00,1,104,1001,2
649,14,101,Accounting and Financial Affairs,Q-101-7,0,EASY,MIDDLE_EXAM,2026-01-02 04:12:00+00:00,1,101,1002,2
650,14,102,Management and Organization Theory,Q-102-7,0,AVERAGE,DIAGNOSTIC,2026-01-02 04:13:00+00:00,1,102,1002,2
651,14,103,Laws on Labor and Transaction,Q-103-7,0,HARD,MIDDLE_EXAM,2026-01-02 04:14:00+00:00,1,103,1002,2
652,14,104,Laws on Security,Q-104-7,0,EASY,DIAGNOSTIC,2026-01-02 04:15:00+00:00,1,104,1002,2
653,14,101,Accounting and Financial Affairs,Q-101-8,1,AVERAGE,MOCK_EXAM,2026-01-02 04:19:00+00:00,1,101,1003,2
654,14,102,Management and Organization Theory,Q-102-8,0,HARD,LESSON_QUIZ,2026-01-02 04:20:00+00:00,1,102,1003,2
655,14,103,Laws on Labor and Transaction,Q-103-8,1,EASY,MOCK_EXAM,2026-01-02 04:21:00+00:00,1,103,1003,2
656,14,104,Laws on Security,Q-104-8,0,AVERAGE,LESSON_QUIZ,2026-01-02 04:22:00+00:00,1,104,1003,2
657,14,101,Accounting and Financial Affairs,Q-101-9,0,HARD,DIAGNOSTIC,2026-01-02 04:26:00+00:00,1,101,1000,3
658,14,102,Management and Organization Theory,Q-102-9,1,EASY,MIDDLE_EXAM,2026-01-02 04:27:00+00:00,1,102,1000,3
659,14,103,Laws on Labor and Transaction,Q-103-9,1,AVERAGE,DIAGNOSTIC,2026-01-02 04:28:00+00:00,1,103,1000,3
660,14,104,Laws on Security,Q-104-9,1,HARD,MIDDLE_EXAM,2026-01-02 04:29:00+00:00,1,104,1000,3
661,14,101,Accounting and Financial Affairs,Q-101-1,0,EASY,LESSON_QUIZ,2026-01-02 04:33:00+00:00,1,101,1001,3
662,14,102,Management and Organization Theory,Q-102-1,1,AVERAGE,MOCK_EXAM,2026-01-02 04:34:00+00:00,1,102,1001,3
663,14,103,Laws on Labor and Transaction,Q-103-1,1,HARD,LESSON_QUIZ,2026-01-02 04:35:00+00:00,1,103,1001,3
664,14,104,Laws on Security,Q-104-1,1,EASY,MOCK_EXAM,2026-01-02 04:36:00+00:00,1,104,1001,3
665,14,101,Accounting and Financial Affairs,Q-101-2,1,AVERAGE,MIDDLE_EXAM,2026-01-02 04:40:00+00:00,1,101,1002,3
666,14,102,Management and Organization Theory,Q-102-2,1,HARD,DIAGNOSTIC,2026-01-02 04:41:00+00:00,1,102,1002,3
667,14,103,Laws on Labor and Transaction,Q-103-2,1,EASY,MIDDLE_EXAM,2026-01-02 04:42:00+00:00,1,103,1002,3
668,14,104,Laws on Security,Q-104-2,1,AVERAGE,DIAGNOSTIC,2026-01-02 04:43:00+00:00,1,104,1002,3
669,14,101,Accounting and Financial Affairs,Q-101-3,1,HARD,MOCK_EXAM,2026-01-02 04:47:00+00:00,1,101,1003,3
670,14,102,Management and Organization Theory,Q-102-3,1,EASY,LESSON_QUIZ,2026-01-02 04:48:00+00:00,1,102,1003,3
671,14,103,Laws on Labor and Transaction,Q-103-3,1,AVERAGE,MOCK_EXAM,2026-01-02 04:49:00+00:00,1,103,1003,3
672,14,104,Laws on Security,Q-104-3,1,HARD,LESSON_QUIZ,2026-01-02 04:50:00+00:00,1,104,1003,3
673,15,101,Accounting and Financial Affairs,Q-101-1,1,AVERAGE,LESSON_QUIZ,2026-01-02 05:00:00+00:00,1,101,1000,1
674,15,102,Management and Organization Theory,Q-102-1,1,HARD,MOCK_EXAM,2026-01-02 05:01:00+00:00,1,102,1000,1
675,15,103,Laws on Labor and Transaction,Q-103-1,0,EASY,LESSON_QUIZ,2026-01-02 05:02:00+00:00,1,103,1000,1
676,15,104,Laws on Security,Q-104-1,1,AVERAGE,MOCK_EXAM,2026-01-02 05:03:00+00:00,1,104,1000,1
677,15,101,Accounting and Financial Affairs,Q-101-2,0,HARD,MIDDLE_EXAM,2026-01-02 05:07:00+00:00,1,101,1001,1
678,15,102,Management and Organization Theory,Q-102-2,0,EASY,DIAGNOSTIC,2026-01-02 05:08:00+00:00,1,102,1001,1
679,15,103,Laws on Labor and Transaction,Q-103-2,1,AVERAGE,MIDDLE_EXAM,2026-01-02 05:09:00+00:00,1,103,1001,1
680,15,104,Laws on Security,Q-104-2,0,HARD,DIAGNOSTIC,2026-01-02 05:10:00+00:00,1,104,1001,1
681,15,101,Accounting and Financial Affairs,Q-101-3,0,EASY,MOCK_EXAM,2026-01-02 05:14:00+00:00,1,101,1002,1
682,15,102,Management and Organization Theory,Q-102-3,0,AVERAGE,LESSON_QUIZ,2026-01-02 05:15:00+00:00,1,102,1002,1
683,15,103,Laws on Labor and Transaction,Q-103-3,1,HARD,MOCK_EXAM,2026-01-02 05:16:00+00:00,1,103,1002,1
684,15,104,Laws on Security,Q-104-3,1,EASY,LESSON_QUIZ,2026-01-02 05:17:00+00:00,1,104,1002,1
685,15,101,Accounting and Financial Affairs,Q-101-4,1,AVERAGE,DIAGNOSTIC,2026-01-02 05:21:00+00:00,1,101,1003,1
686,15,102,Management and Organization Theory,Q-102-4,0,HARD,MIDDLE_EXAM,2026-01-02 05:22:00+00:00,1,102,1003,1
687,15,103,Laws on Labor and Transaction,Q-103-4,0,EASY,DIAGNOSTIC,2026-01-02 05:23:00+00:00,1,103,1003,1
688,15,104,Laws on Security,Q-104-4,1,AVERAGE,MIDDLE_EXAM,2026-01-02 05:24:00+00:00,1,104,1003,1
689,15,101,Accounting and Financial Affairs,Q-101-5,1,HARD,LESSON_QUIZ,2026-01-02 05:28:00+00:00,1,101,1000,2
690,15,102,Management and Organization Theory,Q-102-5,0,EASY,MOCK_EXAM,2026-01-02 05:29:00+00:00,1,102,1000,2
691,15,103,Laws on Labor and Transaction,Q-103-5,1,AVERAGE,LESSON_QUIZ,2026-01-02 05:30:00+00:00,1,103,1000,2
692,15,104,Laws on Security,Q-104-5,0,HARD,MOCK_EXAM,2026-01-02 05:31:00+00:00,1,104,1000,2
693,15,101,Accounting and Financial Affairs,Q-101-6,0,EASY,MIDDLE_EXAM,2026-01-02 05:35:00+00:00,1,101,1001,2
694,15,102,Management and Organization Theory,Q-102-6,1,AVERAGE,DIAGNOSTIC,2026-01-02 05:36:00+00:00,1,102,1001,2
695,15,103,Laws on Labor and Transaction,Q-103-6,1,HARD,MIDDLE_EXAM,2026-01-02 05:37:00+00:00,1,103,1001,2
696,15,104,Laws on Security,Q-104-6,1,EASY,DIAGNOSTIC,2026-01-02 05:38:00+00:00,1,104,1001,2
697,15,101,Accounting and Financial Affairs,Q-101-7,0,AVERAGE,MOCK_EXAM,2026-01-02 05:42:00+00:00,1,101,1002,2
698,15,102,Management and Organization Theory,Q-102-7,1,HARD,LESSON_QUIZ,2026-01-02 05:43:00+00:00,1,102,1002,2
699,15,103,Laws on Labor and Transaction,Q-103-7,1,EASY,MOCK_EXAM,2026-01-02 05:44:00+00:00,1,103,1002,2
700,15,104,Laws on Security,Q-104-7,1,AVERAGE,LESSON_QUIZ,2026-01-02 05:45:00+00:00,1,104,1002,2
701,15,101,Accounting and Financial Affairs,Q-101-8,1,HARD,DIAGNOSTIC,2026-01-02 05:49:00+00:00,1,101,1003,2
702,15,102,Management and Organization Theory,Q-102-8,1,EASY,MIDDLE_EXAM,2026-01-02 05:50:00+00:00,1,102,1003,2
703,15,103,Laws on Labor and Transaction,Q-103-8,1,AVERAGE,DIAGNOSTIC,2026-01-02 05:51:00+00:00,1,103,1003,2
704,15,104,Laws on Security,Q-104-8,0,HARD,MIDDLE_EXAM,2026-01-02 05:52:00+00:00,1,104,1003,2
705,15,101,Accounting and Financial Affairs,Q-101-9,1,EASY,LESSON_QUIZ,2026-01-02 05:56:00+00:00,1,101,1000,3
706,15,102,Management and Organization Theory,Q-102-9,0,AVERAGE,MOCK_EXAM,2026-01-02 05:57:00+00:00,1,102,1000,3
707,15,103,Laws on Labor and Transaction,Q-103-9,1,HARD,LESSON_QUIZ,2026-01-02 05:58:00+00:00,1,103,1000,3
708,15,104,Laws on Security,Q-104-9,0,EASY,MOCK_EXAM,2026-01-02 05:59:00+00:00,1,104,1000,3
709,15,101,Accounting and Financial Affairs,Q-101-1,1,AVERAGE,MIDDLE_EXAM,2026-01-02 06:03:00+00:00,1,101,1001,3
710,15,102,Management and Organization Theory,Q-102-1,1,HARD,DIAGNOSTIC,2026-01-02 06:04:00+00:00,1,102,1001,3
711,15,103,Laws on Labor and Transaction,Q-103-1,1,EASY,MIDDLE_EXAM,2026-01-02 06:05:00+00:00,1,103,1001,3
712,15,104,Laws on Security,Q-104-1,0,AVERAGE,DIAGNOSTIC,2026-01-02 06:06:00+00:00,1,104,1001,3
713,15,101,Accounting and Financial Affairs,Q-101-2,1,HARD,MOCK_EXAM,2026-01-02 06:10:00+00:00,1,101,1002,3
714,15,102,Management and Organization Theory,Q-102-2,0,EASY,LESSON_QUIZ,2026-01-02 06:11:00+00:00,1,102,1002,3
715,15,103,Laws on Labor and Transaction,Q-103-2,1,AVERAGE,MOCK_EXAM,2026-01-02 06:12:00+00:00,1,103,1002,3
716,15,104,Laws on Security,Q-104-2,0,HARD,LESSON_QUIZ,2026-01-02 06:13:00+00:00,1,104,1002,3
717,15,101,Accounting and Financial Affairs,Q-101-3,0,EASY,DIAGNOSTIC,2026-01-02 06:17:00+00:00,1,101,1003,3
